[0.49911442+0.j 0.49999922+0.j],[0.49999922+0.j 0.50088558+0.j]
[ 0.5+0.j -0.5+0.j],[-0.5+0.j  0.5+0.j]
[ 0.50088558+0.j -0.49999922+0.j],[-0.49999922+0.j  0.49911442+0.j]
[-0.5+0.00000000e+00j  0.5+1.96261557e-17j],[ 0.5+0.00000000e+00j -0.5-1.96261557e-17j]
