[0.49153432+0.j 0.49992833+0.j],[0.49992833+0.j 0.50846568+0.j]
[ 0.5+0.j -0.5+0.j],[-0.5+0.j  0.5+0.j]
[ 0.50846568+0.j -0.49992833+0.j],[-0.49992833+0.j  0.49153432+0.j]
[-0.5+3.92523115e-17j  0.5+7.85046229e-17j],[ 0.5-1.96261557e-17j -0.5-9.81307787e-17j]
