[0.48753847+0.j 0.49984469+0.j],[0.49984469+0.j 0.51246153+0.j]
[ 0.5+0.j -0.5+0.j],[-0.5+0.j  0.5+0.j]
[ 0.51246153+0.j -0.49984469+0.j],[-0.49984469+0.j  0.48753847+0.j]
[-0.5+0.00000000e+00j  0.5-9.81307787e-17j],[ 0.5-1.96261557e-17j -0.5+1.17756934e-16j]
