[0.49481732+0.j 0.49997314+0.j],[0.49997314+0.j 0.50518268+0.j]
[ 0.5+0.j -0.5+0.j],[-0.5+0.j  0.5+0.j]
[ 0.50518268+0.j -0.49997314+0.j],[-0.49997314+0.j  0.49481732+0.j]
[-0.5+0.00000000e+00j  0.5+1.96261557e-17j],[ 0.5+1.96261557e-17j -0.5-3.92523115e-17j]
