[0.49331913+0.j 0.49995536+0.j],[0.49995536+0.j 0.50668087+0.j]
[ 0.5+0.j -0.5+0.j],[-0.5+0.j  0.5+0.j]
[ 0.50668087+0.j -0.49995536+0.j],[-0.49995536+0.j  0.49331913+0.j]
[-0.5+0.00000000e+00j  0.5+1.96261557e-17j],[ 0.5-1.96261557e-17j -0.5+9.24446373e-33j]
