0.7,1.1,1.5000000000000002,1.9000000000000004,2.3000000000000007,2.700000000000001,3.1000000000000005,3.500000000000001,3.9000000000000012
-7.505051766852557,-7.825536957802566,-7.882362286798843,-7.868240793853894,-7.838005002629392,-7.811735339125035,-7.795798533311819,-7.788115123280996,-7.784754945971699
-7.455431318876244,-7.749848777956741,-7.805534114080067,-7.7955524118225625,-7.77760219170214,-7.778786797760661,-7.78022339301772,-7.781354011469869,-7.781984029312871
-7.4181485171025745,-7.74984877795674,-7.760609199268346,-7.775146493963829,-7.769004793948128,-7.7787867977604925,-7.780223393017598,-7.781354011469819,-7.781984029313081
-7.455431318876147,-7.695534935997096,-7.80553411407996,-7.795552411822445,-7.777602191702023,-7.778786797760394,-7.780223393017489,-7.781354011469671,-7.781984029312932
-7.504711694263935,-7.825365157505994,-7.882208131691564,-7.868190054164654,-7.837988726224518,-7.811732000629488,-7.795798664956196,-7.788115798144925,-7.7847556257437684
-7.454983826678275,-7.749484754569774,-7.805338077906543,-7.795493493795005,-7.777595287136609,-7.778784303418687,-7.78022299368349,-7.78135420450134,-7.781984395449667
-7.417945614897215,-7.695274299352707,-7.7605194867176905,-7.775129593098653,-7.777595287136428,-7.778784303418579,-7.780222993683413,-7.7813542045014925,-7.781984395449845
-7.4549838266780695,-7.7494847545696945,-7.805338077906433,-7.795493493794753,-7.77759528713612,-7.7787843034184725,-7.780222993683236,-7.781354204501387,-7.781984395449741
-7.504711694263935,-7.825365157505994,-7.882208131691564,-7.868190054164654,-7.837988726224518,-7.811732000629488,-7.795798664956196,-7.788115798144925,-7.7847556257437684
-7.454983826678275,-7.749484754569774,-7.805338077906543,-7.795493493795005,-7.777595287136609,-7.778784303418687,-7.78022299368349,-7.78135420450134,-7.781984395449667
-7.417945614897215,-7.695274299352707,-7.7605194867176905,-7.775129593098653,-7.777595287136428,-7.778784303418579,-7.780222993683413,-7.7813542045014925,-7.781984395449845
-7.4549838266780695,-7.7494847545696945,-7.805338077906433,-7.795493493794753,-7.77759528713612,-7.7787843034184725,-7.780222993683236,-7.781354204501387,-7.781984395449741
