0.7,0.8999999999999999,1.0999999999999999,1.2999999999999998,1.4999999999999998,1.6999999999999997,1.8999999999999997,2.0999999999999996,2.3,2.4999999999999996,2.6999999999999993,2.8999999999999995,3.0999999999999996,3.3,3.499999999999999,3.6999999999999993,3.8999999999999995
-7.505051766852549,-7.723423721034753,-7.8255369578025675,-7.869139976352164,-7.882362286798816,-7.879433516564423,-7.8682407938539205,-7.853462905056719,-7.838005002629397,-7.823723883467866,-7.811735339125025,-7.802478452843245,-7.7957985333116495,-7.791197565971753,-7.78811512328091,-7.786082260462294,-7.78475494597175
-7.455431318876224,-7.654677688712619,-7.749848777956772,-7.7916801415167125,-7.805534114080077,-7.804445270952494,-7.79555241182262,-7.782937222277039,-7.777602191702168,-7.778151212110885,-7.778786797760629,-7.779507728703483,-7.780223393017571,-7.780852255424968,-7.781354011469704,-7.78172528932679,-7.78198402931295
-7.418148517102521,-7.606225592784534,-7.7498487779567045,-7.739153265579459,-7.760609199268346,-7.77075255169396,-7.775146493963856,-7.776869025870264,-7.769004793948046,-7.7781512121107115,-7.778786797760503,-7.779507728703307,-7.780223393017478,-7.780852255425003,-7.78135401146977,-7.7817252893269275,-7.781984029313048
-7.455431318876085,-7.654677688712483,-7.695534935997043,-7.7916801415166415,-7.805534114080012,-7.804445270952293,-7.7955524118223956,-7.782937222276887,-7.777602191701963,-7.778151212110664,-7.778786797760375,-7.7795077287031695,-7.726774908457092,-7.780852255424953,-7.781354011469655,-7.781725289326846,-7.781984029312902
-7.16951492565304,-7.378147987526066,-7.477304129705727,-7.518534763433745,-7.529753809917526,-7.526955146669745,-7.5193326199312995,-7.512249927824375,-7.508965694211579,-7.511402254933809,-7.520326121949002,-7.535365272602463,-7.555242491080858,-7.578281498904732,-7.602910789949326,-7.627930103580826,-7.652543625077986
-7.100122972418906,-7.30300068118145,-7.398825236568569,-7.441630476230812,-7.457305016704123,-7.45957682984283,-7.455631509544514,-7.449346474416605,-7.443055135703828,-7.438318778870735,-7.436188212466249,-7.437199692048404,-7.44130360515583,-7.447947039910548,-7.456346050637721,-7.425762050741009,-7.4756221621003744
-7.054760736982737,-7.22942547517213,-7.398825236568499,-7.441630476230706,-7.457305016703949,-7.459576829842704,-7.455631509544385,-7.449346474416471,-7.443055135703688,-7.438318778870634,-7.436188212466139,-7.336311652599153,-7.348656577567112,-7.447947039910494,-7.391862500799446,-7.465759559072281,-7.457401882346475
-7.1001229724187205,-7.303000681181371,-7.307795239761362,-7.337154291579718,-7.34235371986391,-7.337110643778343,-7.328702351918423,-7.321259066578718,-7.317464130980437,-7.318921559806118,-7.325715550271987,-7.437199692048349,-7.441303605155755,-7.361276957379893,-7.456346050637691,-7.465759559072146,-7.475622162100391
-7.487269659870453,-7.728643863732589,-7.851878108160391,-7.896920596891035,-7.901049937202243,-7.8838028242596705,-7.840195993430341,-7.843305420402221,-7.830805455116816,-7.818453011028332,-7.808835296808555,-7.801851426532485,-7.796953852551338,-7.7935291847334796,-7.7910393561322,-7.789109553626156,-7.787512271508307
-7.431424767754349,-7.648951020252842,-7.715234465693085,-7.759244886104589,-7.780479017021275,-7.7656199435658575,-7.740764017141007,-7.794198174569108,-7.787877822570771,-7.784372003943839,-7.783087782819428,-7.7831017330984,-7.783714517579827,-7.7844306711058024,-7.784934729624782,-7.7851014503820934,-7.784932346309492
-7.431424767754282,-7.648951020252728,-7.682706786835785,-7.73840442712974,-7.758350295085328,-7.740126363672499,-7.7013344751237165,-7.794198174569059,-7.787877822570608,-7.784372003943629,-7.783087782819128,-7.783101733098226,-7.783714517579766,-7.784430671105732,-7.7849347296247755,-7.78510145038221,-7.784932346309539
-7.394019986455538,-7.600287151324157,-7.715234465693119,-7.7592448861044865,-7.780479017021135,-7.765619943565795,-7.740764017140862,-7.794198174569058,-7.787877822570714,-7.784372003943653,-7.7830877828191545,-7.783101733098273,-7.783714517579783,-7.784430671105764,-7.784934729624793,-7.785101450382207,-7.784932346309555
