0.7,1.1,1.5000000000000002,1.9000000000000004,2.3000000000000007,2.700000000000001,3.1000000000000005,3.500000000000001,3.9000000000000012
-7.505051766852536,-7.825536957802582,-7.882362286798869,-7.8682407938538885,-7.8380050026293935,-7.8117353391250335,-7.795798533311797,-7.788115123280894,-7.781984029312931
-7.455431318876204,-7.749848777956773,-7.805534114080157,-7.795552411822588,-7.777602191702417,-7.778786797760658,-7.780223393017702,-7.781354011469671,-7.7847549459718355
-7.418148517102443,-7.749848777956764,-7.760609199268328,-7.775146493963862,-7.77760219170231,-7.778786797760484,-7.780223393017603,-7.781354011469805,-7.781984029313053
-7.455431318876045,-7.695534935997179,-7.805534114079965,-7.795552411822387,-7.777602191701926,-7.778786797760375,-7.780223393017561,-7.781354011469682,-7.781984029312918
-7.169514925653059,-7.477304129705748,-7.52975380991752,-7.519332619931275,-7.5089656942115415,-7.520326121948976,-7.555242491080826,-7.602910789949328,-7.652543625078016
-7.100122972418895,-7.398825236568595,-7.457305016704129,-7.4556315095445065,-7.443055135703826,-7.436188212466218,-7.441303605155803,-7.456346050637784,-7.475622162100426
-7.1001229724187445,-7.307795239761332,-7.4573050167040025,-7.45563150954443,-7.443055135703728,-7.436188212466117,-7.441303605155718,-7.456346050637803,-7.457401882346507
-7.054760736982791,-7.398825236568509,-7.342353719863952,-7.328702351918554,-7.317464130980467,-7.3257155502720614,-7.348656577567076,-7.391862500799498,-7.475622162100424
-7.533466258181105,-7.938511141976438,-7.92932166238569,-7.84105593897859,-7.782604935882873,-7.752599823509091,-7.746400696733019,-7.748311194353622,-7.750606522759961
-7.469759230923958,-7.846121320338876,-7.825742085112583,-7.7401171971106955,-7.73222885009067,-7.735765776744242,-7.7412751548729695,-7.746293550978815,-7.749822730308792
-7.469759230922115,-7.846121320339472,-7.82574208511268,-7.740117197115758,-7.732228850090225,-7.7357657767434596,-7.7412751537481075,-7.746293550959716,-7.749822730437947
-7.402179702189708,-7.767244489031792,-7.7483204519762685,-7.735066790071376,-7.732228850090177,-7.7357657767430865,-7.741275154305148,-7.746293550949717,-7.749822730373553
