J
0.4916271692509329,0.4999298907899461,0.4999298907899461,0.5083728307490669
0.4999999999999998,-0.5,-0.5,0.5000000000000002
0.5083728307490671,-0.49992989078994626,-0.49992989078994626,0.4916271692509331
-0.5000000000000002,0.5000000000000002,0.5000000000000002,-0.5000000000000002
H
0j,0j,0j,0j
(2.681517061334488+0j),(-1.1107207345395915+0j),(-1.1107207345395915+0j),(0.46007559225530514+0j)
0j,0j,0j,0j
(1.570796326794896+0j),(-0.7853981633974478+4.624304000304078e-17j),(-0.7853981633974478-4.624304000304078e-17j),(1.5707963267948966+0j)
U
(1+0j),0j,0j,(1+0j)
(-0.7071067811865475+2.220446049250313e-16j),(0.7071067811865475-8.326672684688674e-17j),(0.7071067811865477-1.1102230246251565e-16j),(0.7071067811865475+2.7755575615628914e-17j)
(1+0j),0j,0j,(1+0j)
(6.661338147750939e-16+0.7071067811865479j),(0.7071067811865472-3.3306690738754696e-16j),(0.7071067811865472-1.6653345369377348e-16j),(-5.551115123125783e-17+0.707106781186548j)
