H2
k,1,num_states,2
,,FCI eigensolve,SVD,SVD eigensolve,optimization,optimization eigensolve
0.4,start,0.20038890838623047,0.20164084434509277,0.2742300033569336,0.0,0.36200594902038574
0.4,end,0.20132684707641602,0.20171594619750977,0.27481985092163086,0.0,0.3625659942626953
0.6000000000000001,start,0.6392159461975098,0.6401820182800293,0.712803840637207,0.0,0.8091409206390381
0.6000000000000001,end,0.6398148536682129,0.6402368545532227,0.7133769989013672,0.0,0.8097150325775146
0.8000000000000002,start,1.104461908340454,1.1052818298339844,1.1805849075317383,0.0,1.2687079906463623
0.8000000000000002,end,1.1050899028778076,1.1053388118743896,1.1811599731445312,0.0,1.2692949771881104
1.0000000000000002,start,1.5464398860931396,1.5475099086761475,1.6221418380737305,0.0,1.7102808952331543
1.0000000000000002,end,1.5471148490905762,1.5475740432739258,1.622715950012207,0.0,1.710852861404419
1.2000000000000002,start,1.9854979515075684,1.9863839149475098,2.0606489181518555,0.0,2.148047924041748
1.2000000000000002,end,1.9860730171203613,1.9864418506622314,2.0612828731536865,0.0,2.1486079692840576
1.4000000000000004,start,2.4283969402313232,2.429260015487671,2.5027449131011963,0.0,2.5932319164276123
1.4000000000000004,end,2.4289708137512207,2.4293148517608643,2.5033419132232666,0.0,2.593837022781372
1.6000000000000005,start,2.880642890930176,2.881589889526367,2.9544668197631836,0.0,3.0482399463653564
1.6000000000000005,end,2.881237030029297,2.881649971008301,2.9550368785858154,0.0,3.0488150119781494
1.8000000000000003,start,3.3592588901519775,3.3602118492126465,3.433094024658203,0.0,3.5200488567352295
1.8000000000000003,end,3.3598690032958984,3.360266923904419,3.433670997619629,0.0,3.520684003829956
2.0000000000000004,start,3.808405876159668,3.809298038482666,3.8824849128723145,0.0,3.968096971511841
2.0000000000000004,end,3.8089919090270996,3.809353828430176,3.883044958114624,0.0,3.9686439037323
2.2000000000000006,start,4.262032985687256,4.262928009033203,4.336546897888184,0.0,4.422235012054443
2.2000000000000006,end,4.262630939483643,4.262984991073608,4.337117910385132,0.0,4.422796964645386
2.400000000000001,start,4.71017599105835,4.71110987663269,4.784837961196899,0.0,4.868119955062866
2.400000000000001,end,4.7107579708099365,4.7111639976501465,4.7854180335998535,0.0,4.8686769008636475
2.6000000000000005,start,5.21598482131958,5.2169530391693115,5.29229998588562,0.0,5.377198934555054
2.6000000000000005,end,5.216598987579346,5.217010021209717,5.292919874191284,0.0,5.3777899742126465
2.8000000000000007,start,5.677465915679932,5.678601980209351,5.751752853393555,0.0,5.834776878356934
2.8000000000000007,end,5.678144931793213,5.678658962249756,5.752326965332031,0.0,5.83533787727356
3.000000000000001,start,6.127439022064209,6.128321886062622,6.2016308307647705,0.0,6.285409927368164
3.000000000000001,end,6.128029823303223,6.1283769607543945,6.202203989028931,0.0,6.285974025726318
3.2000000000000006,start,6.5863869190216064,6.587347030639648,6.663064956665039,0.0,6.7470479011535645
3.2000000000000006,end,6.587038040161133,6.587760925292969,6.663642883300781,0.0,6.747630834579468
3.400000000000001,start,7.034237861633301,7.035045862197876,7.110838890075684,0.0,7.192896842956543
3.400000000000001,end,7.034816026687622,7.035099983215332,7.111485004425049,0.0,7.193475008010864
3.600000000000001,start,7.479998826980591,7.480893850326538,7.557265996932983,0.0,7.640193939208984
3.600000000000001,end,7.480592966079712,7.480950832366943,7.557853937149048,0.0,7.640784978866577
3.800000000000001,start,7.932381868362427,7.933305025100708,8.006785869598389,0.0,8.087653875350952
3.800000000000001,end,7.932974815368652,7.933360815048218,8.007351875305176,0.0,8.088291883468628
total time,8.28102993965149
