0.4,0.6000000000000001,0.8000000000000002,1.0000000000000002,1.2000000000000002,1.4000000000000004,1.6000000000000005,1.8000000000000003,2.0000000000000004,2.2000000000000006,2.400000000000001,2.6000000000000005,2.8000000000000007,3.000000000000001,3.2000000000000006,3.400000000000001,3.600000000000001,3.800000000000001
FCI energy
-0.9141497046270841,-1.116286006869542,-1.1341476666770949,-1.1011503302326213,-1.056740746305258,-1.0154682492882423,-0.9834727290331738,-0.9618169527925817,-0.9486411121761854,-0.9412240336932626,-0.9372549530096288,-0.9321061000410125,-0.934151095670938,-0.933631844558498,-0.9333799773488852,-0.9332610574596025,-0.9332064419781059,-0.9331820167734673
-0.1591488598789465,-0.46025197660910455,-0.5971778019737543,-0.7458717930355683,-0.8284433465108123,-0.8754279389779092,-0.9019118195514703,-0.9165749064760594,-0.9245373192021841,-0.9287736349933775,-0.9309808720998454,-0.9351960308474744,-0.9326658592180959,-0.9329364933045482,-0.9330632164248764,-0.9331205962364891,-0.9331457371174121,-0.9331564177234055


SVD energy
-0.9174579125901801,-1.1133459814650488,-1.1218005708792136,-1.0752438626746315,-1.0121478076529788,-0.9465401633808306,-0.8851684480652842,-0.831077308075036,-0.7851801842294486,-0.7472288976229519,-0.7163812894520477,-0.6915829860645691,-0.6718004985983346,-0.6561127895559595,-0.643720074713542,-0.6339325678778475,-0.6261654797180374,-0.6199383587375455
-0.15914885987894647,-0.46025197660910505,-0.5563545163451066,-0.581666968963728,-0.611784129307643,-0.6474812749298441,-0.6626675248707204,-0.6663867965879223,-0.6640445801894357,-0.6587897955047932,-0.6523937255064818,-0.6458045576802313,-0.6394926387931879,-0.6336609904466455,-0.628369463124144,-0.6236059862052249,-0.6193265692836588,-0.6154768930363609


JF energy
-0.9043610139089083,-1.1011281246632816,-1.1108503773733567,-1.0661086542154952,-1.0051073284324725,-0.9414806757891697,-0.8817324600617594,-0.8288481580360252,-0.7837884471303586,-0.7464064494419237,-0.7159106100118758,-0.6913270910149749,-0.671671437414332,-0.6560506570466709,-0.6436915061936415,-0.6339231796336582,-0.6261654797180366,-0.6199383587375468
-0.15914885987894656,-0.4602519766091053,-0.5563545163451062,-0.581666968963727,-0.6186506634493253,-0.6524058642822623,-0.6660105437844717,-0.6685579215893973,-0.6653976414832028,-0.6595992565895596,-0.6528563468974211,-0.6460559601811902,-0.6396240077965205,-0.6337261474084896,-0.6284001933626434,-0.6236246899165162,-0.6193265692836575,-0.6154768930363612


