H2
k,2,num_states,2
,,FCI eigensolve,SVD,SVD eigensolve,optimization,optimization eigensolve
0.4,start,0.20864295959472656,0.21001100540161133,0.2855498790740967,0.0,2.6234469413757324
0.4,end,0.20963191986083984,0.21008992195129395,0.28615307807922363,0.0,2.624044895172119
0.6000000000000001,start,2.902714967727661,2.903697967529297,2.980273962020874,0.0,4.970781087875366
0.6000000000000001,end,2.9033119678497314,2.903752088546753,2.9808640480041504,0.0,4.971354961395264
0.8000000000000002,start,5.25292706489563,5.253691911697388,5.329801082611084,0.0,7.082686901092529
0.8000000000000002,end,5.253509044647217,5.2537500858306885,5.33039402961731,0.0,7.083261966705322
1.0000000000000002,start,7.360482931137085,7.3613739013671875,7.438930034637451,0.0,9.294739007949829
1.0000000000000002,end,7.361073970794678,7.3614349365234375,7.439521074295044,0.0,9.295334100723267
1.2000000000000002,start,9.571542024612427,9.572458982467651,9.650371074676514,0.0,11.733726978302002
1.2000000000000002,end,9.572141885757446,9.572516918182373,9.650964975357056,0.0,11.734308004379272
1.4000000000000004,start,12.0139319896698,12.014878988265991,12.092945098876953,0.0,13.819009065628052
1.4000000000000004,end,12.014532089233398,12.01493501663208,12.093554019927979,0.0,13.819602966308594
1.6000000000000005,start,14.150913000106812,14.152924060821533,14.258465051651001,0.0,16.50495409965515
1.6000000000000005,end,14.151732921600342,14.15303897857666,14.25908088684082,0.0,16.505549907684326
1.8000000000000003,start,16.79081702232361,16.791773080825806,16.86849594116211,0.0,19.173178911209106
1.8000000000000003,end,16.791404962539673,16.791828870773315,16.86906909942627,0.0,19.173777103424072
2.0000000000000004,start,19.450105905532837,19.45096707344055,19.528517961502075,0.0,21.145451068878174
2.0000000000000004,end,19.45067596435547,19.451021909713745,19.529114961624146,0.0,21.14603900909424
2.2000000000000006,start,21.426729917526245,21.42765998840332,21.504668951034546,0.0,23.513071060180664
2.2000000000000006,end,21.427356004714966,21.427721977233887,21.505268096923828,0.0,23.51370906829834
2.400000000000001,start,23.799226999282837,23.800137996673584,23.877536058425903,0.0,27.390666007995605
2.400000000000001,end,23.799824953079224,23.800196886062622,23.878122091293335,0.0,27.39126491546631
2.6000000000000005,start,27.6817889213562,27.68252992630005,27.758639097213745,0.0,29.198128938674927
2.6000000000000005,end,27.682383060455322,27.682584047317505,27.75922989845276,0.0,29.198729038238525
2.8000000000000007,start,29.48571801185608,29.48661708831787,29.563899993896484,0.0,31.131685972213745
2.8000000000000007,end,29.486310958862305,29.486674070358276,29.56450390815735,0.0,31.132473945617676
3.000000000000001,start,31.42926788330078,31.4302339553833,31.507916927337646,0.0,33.33062696456909
3.000000000000001,end,31.42986798286438,31.430289030075073,31.508506059646606,0.0,33.331223011016846
3.2000000000000006,start,33.624255895614624,33.62516903877258,33.702226877212524,0.0,35.38225293159485
3.2000000000000006,end,33.6248619556427,33.625223875045776,33.70281505584717,0.0,35.38282895088196
3.400000000000001,start,35.66996502876282,35.67092299461365,35.7491409778595,0.0,37.05095291137695
3.400000000000001,end,35.6706268787384,35.670989990234375,35.74975299835205,0.0,37.05153703689575
3.600000000000001,start,37.33973288536072,37.340622901916504,37.41731595993042,0.0,39.36489391326904
3.600000000000001,end,37.34032487869263,37.340677976608276,37.41791009902954,0.0,39.36550688743591
3.800000000000001,start,39.65245199203491,39.65322804450989,39.72946786880493,0.0,41.921623945236206
3.800000000000001,end,39.653045892715454,39.653281927108765,39.73004508018494,0.0,41.92221999168396
total time,42.1111159324646
