H2
k,2,num_states,2
,,FCI eigensolve,SVD,SVD eigensolve,optimization,optimization eigensolve
0.4,start,0.22414612770080566,0.22570204734802246,0.3025360107421875,0.0,1.1384611129760742
0.4,end,0.22536706924438477,0.225783109664917,0.3031461238861084,0.0,1.1390480995178223
0.6000000000000001,start,1.41817307472229,1.419133186340332,1.496455192565918,0.0,2.0735549926757812
0.6000000000000001,end,1.418755054473877,1.419187068939209,1.4970521926879883,0.0,2.074136972427368
0.8000000000000002,start,2.3566811084747314,2.3576550483703613,2.4348440170288086,0.0,3.017214059829712
0.8000000000000002,end,2.357269048690796,2.35771107673645,2.435451030731201,0.0,3.017808198928833
1.0000000000000002,start,3.2975471019744873,3.2984931468963623,3.3818411827087402,0.0,3.974194049835205
1.0000000000000002,end,3.2981410026550293,3.2985479831695557,3.382456064224243,0.0,3.974766969680786
1.2000000000000002,start,4.251089096069336,4.251869201660156,4.329725980758667,0.0,5.1537861824035645
1.2000000000000002,end,4.251690149307251,4.2519211769104,4.330313205718994,0.0,5.154370069503784
1.4000000000000004,start,5.433049201965332,5.434010982513428,5.510788202285767,0.0,6.225180149078369
1.4000000000000004,end,5.433655023574829,5.434065103530884,5.5114030838012695,0.0,6.2257750034332275
1.6000000000000005,start,6.509709119796753,6.510679006576538,6.587282180786133,0.0,7.290086030960083
1.6000000000000005,end,6.5103230476379395,6.510754108428955,6.587877988815308,0.0,7.290677070617676
1.8000000000000003,start,7.577077150344849,7.578054189682007,7.656233072280884,0.0,8.22307801246643
1.8000000000000003,end,7.577701091766357,7.578108072280884,7.656857013702393,0.0,8.223671197891235
2.0000000000000004,start,8.495697021484375,8.49662709236145,8.578423976898193,0.0,9.087663173675537
2.0000000000000004,end,8.496307134628296,8.496684074401855,8.579064130783081,0.0,9.08829402923584
2.2000000000000006,start,9.375926971435547,9.376743078231812,9.454550981521606,0.0,9.919072151184082
2.2000000000000006,end,9.376559972763062,9.376797199249268,9.455164194107056,0.0,9.919650077819824
2.400000000000001,start,10.227070093154907,10.22796106338501,10.30476999282837,0.0,10.742753028869629
2.400000000000001,end,10.227702140808105,10.228034019470215,10.305371046066284,0.0,10.7433340549469
2.6000000000000005,start,11.0401930809021,11.04118013381958,11.11810302734375,0.0,11.816354036331177
2.6000000000000005,end,11.040822982788086,11.041239023208618,11.118703126907349,0.0,11.816948175430298
2.8000000000000007,start,12.113042116165161,12.11399507522583,12.190587043762207,0.0,12.697189092636108
2.8000000000000007,end,12.113646984100342,12.114055156707764,12.19119906425476,0.0,12.697781085968018
3.000000000000001,start,12.985511064529419,12.9863920211792,13.064450979232788,0.0,13.824494123458862
3.000000000000001,end,12.986132144927979,12.986451148986816,13.065056085586548,0.0,13.825111150741577
3.2000000000000006,start,14.12249207496643,14.12352705001831,14.201858043670654,0.0,14.939380168914795
3.2000000000000006,end,14.123154163360596,14.123591184616089,14.202471017837524,0.0,14.940003156661987
3.400000000000001,start,15.23102617263794,15.231890201568604,15.309691190719604,0.0,15.906047105789185
3.400000000000001,end,15.231643199920654,15.231949090957642,15.310346126556396,0.0,15.906663179397583
3.600000000000001,start,16.19362211227417,16.19447612762451,16.27252197265625,0.0,17.002007007598877
3.600000000000001,end,16.194221019744873,16.194531202316284,16.273137092590332,0.0,17.002586126327515
3.800000000000001,start,17.284932136535645,17.285876035690308,17.362877130508423,0.0,18.087112188339233
3.800000000000001,end,17.28553009033203,17.285935163497925,17.36347508430481,0.0,18.087700128555298
total time,18.275501012802124
